Time,Score,ELO,Error,Puzzle,Output
08/20/24 02:41:15,0.0,921.428820829484,,"{""FEN"":""br6/p6p/Pq1P2pk/Rr2pp2/4p3/QP2P1P1/5P1P/3R2K1 w - - 0 33"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""advancedPawn clearance"",""Length"":""long"",""Moves"":""a5b5 b6b5 d6d7 b8d8 a3e7"",""Rating"":""1568""}","{""FEN"":""br6/p6p/Pq1P2pk/Rr2pp2/4p3/QP2P1P1/5P1P/3R2K1 w - - 0 33"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""discoveredAttack"",""Length"":""short"",""Moves"":""d5d6 c8c6 a4b5"",""Rating"":""2056""}"
08/20/24 02:41:22,0.0,908.3772501840735,,"{""FEN"":""8/5k2/4pb2/5P1K/2Br4/1P2R3/8/8 b - - 2 44"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""d4h4"",""Rating"":""663""}","{""FEN"":""8/5k2/4pb2/5P1K/2Br4/1P2R3/8/8 b - - 2 44"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d4d5 h5h6 d5f5"",""Rating"":""809""}"
08/20/24 02:41:29,0.0,894.8480088068725,,"{""FEN"":""r4rk1/pb3ppp/1p2pn2/4N1q1/3P1P2/2PQ4/P5PP/1BR2RK1 b - - 0 18"",""Phase"":""middlegame"",""OpeningTags"":""Sicilian Defense Alapin Variation"",""Goal"":""mate"",""Motif"":""kingsideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""g5g2"",""Rating"":""613""}","{""FEN"":""r4rk1/pb3ppp/1p2pn2/4N1q1/3P1P2/2PQ4/P5PP/1BR2RK1 b - - 0 18"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""g5h4 h2h3 b7g2"",""Rating"":""1643""}"
08/20/24 02:41:36,1.0,910.8181255372989,,"{""FEN"":""r1b1r1k1/5p2/p2p4/1p1pb1K1/4P1P1/1P5R/1B6/7R w - - 0 29"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h8 g8g7 h1h7"",""Rating"":""1986""}","{""FEN"":""r1b1r1k1/5p2/p2p4/1p1pb1K1/4P1P1/1P5R/1B6/7R w - - 0 29"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h8 g8g7 h1h7"",""Rating"":""1866""}"
08/20/24 02:41:43,0.3333333333333333,912.683542610344,,"{""FEN"":""8/p7/1p6/1k4b1/6Kp/8/P5PP/8 w - - 0 43"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""g4g5 b5c6 g5h4"",""Rating"":""1134""}","{""FEN"":""8/p7/1p6/1k4b1/6Kp/8/P5PP/8 w - - 0 43"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove"",""Length"":""short"",""Moves"":""g4g5 a7a5 g5h4"",""Rating"":""2009""}"
08/20/24 02:41:50,0.3333333333333333,917.3109921016428,,"{""FEN"":""1q3rk1/5pp1/4b2p/1pPpPp1Q/3r1P2/P5R1/6PP/R5K1 w - - 0 25"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""short"",""Moves"":""h5h6 b8e5 f4e5"",""Rating"":""1447""}","{""FEN"":""1q3rk1/5pp1/4b2p/1pPpPp1Q/3r1P2/P5R1/6PP/R5K1 w - - 0 25"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""short"",""Moves"":""h5h6 d4g4 g3g4"",""Rating"":""2073""}"
08/20/24 02:41:57,0.0,916.6331965216621,,"{""FEN"":""8/R7/6RP/4kpP1/5r2/4K3/5r2/8 b - - 3 51"",""Phase"":""rookEndgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""f4f3"",""Rating"":""1459""}","{""FEN"":""8/R7/6RP/4kpP1/5r2/4K3/5r2/8 b - - 3 51"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""f4e4 e3d3 f5g6"",""Rating"":""1876""}"
08/20/24 02:42:04,0.0,914.1015773337521,,"{""FEN"":""r3r3/ppqbppkp/2p3p1/8/8/2N1Q2P/PPP2PP1/3RR1K1 w - - 2 19"",""Phase"":""middlegame"",""OpeningTags"":""Pirc Defense Classical Variation"",""Goal"":""advantage"",""Length"":""long"",""Moves"":""e3d4 g7g8 d4d7 c7d7 d1d7"",""Rating"":""1207""}","{""FEN"":""r3r3/ppqbppkp/2p3p1/8/8/2N1Q2P/PPP2PP1/3RR1K1 w - - 2 19"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e3e8 d7e8 e1e8"",""Rating"":""1168""}"
08/20/24 02:42:11,0.0,913.0544971336743,,"{""FEN"":""1k6/1P6/P7/2K5/b7/8/5p2/5Bb1 w - - 1 53"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""advancedPawn"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""c5b6 a4d1 a6a7"",""Rating"":""1376""}","{""FEN"":""1k6/1P6/P7/2K5/b7/8/5p2/5Bb1 w - - 1 53"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn attraction"",""Length"":""short"",""Moves"":""a6a7 b8a7 b7b8q"",""Rating"":""1437""}"
08/20/24 02:42:18,0.0,913.0370677161393,,"{""FEN"":""r1bk1r2/pp1p3p/1bpN1p2/6p1/5B2/1B6/PPP4P/4RK2 w - - 0 19"",""Phase"":""middlegame"",""OpeningTags"":""Kings Gambit Declined Queens Knight Defense"",""Goal"":""mate"",""Motif"":""sacrifice"",""Length"":""long"",""Mate"":""mateIn3"",""Moves"":""e1e8 f8e8 d6f7 d8e7 f4d6"",""Rating"":""2098""}","{""FEN"":""r1bk1r2/pp1p3p/1bpN1p2/6p1/5B2/1B6/PPP4P/4RK2 w - - 0 19"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""f4c7"",""Rating"":""856""}"
08/20/24 02:42:25,1.0,924.7925157482133,,"{""FEN"":""5rk1/Ppp2ppp/p2p4/P7/6n1/1Q3qP1/R3NB1P/1R4K1 b - - 0 26"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""kingsideAttack"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""f3f2 g1h1 f2h2"",""Rating"":""1090""}","{""FEN"":""5rk1/Ppp2ppp/p2p4/P7/6n1/1Q3qP1/R3NB1P/1R4K1 b - - 0 26"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""f3f2 g1h1 f2h2"",""Rating"":""908""}"
08/20/24 02:42:32,0.0,924.7889388698426,,"{""FEN"":""4r2k/pp4pp/2p5/8/1Q3Nn1/1P4P1/Pq3PP1/3R2K1 w - - 1 27"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""discoveredAttack"",""Length"":""short"",""Moves"":""f4d3 b2a2 b4g4"",""Rating"":""2385""}","{""FEN"":""4r2k/pp4pp/2p5/8/1Q3Nn1/1P4P1/Pq3PP1/3R2K1 w - - 1 27"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""hangingPiece"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""b4f8"",""Rating"":""488""}"
08/20/24 02:42:40,0.0,921.7392669666688,,"{""FEN"":""kr5r/n3q3/2p1Bp2/1pQ1pP2/1PPpP3/P2P2Pp/7P/1K1R3R b - - 2 34"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""discoveredAttack queensideAttack"",""Length"":""short"",""Moves"":""e7c5 b4c5 b5c4"",""Rating"":""1176""}","{""FEN"":""kr5r/n3q3/2p1Bp2/1pQ1pP2/1PPpP3/P2P2Pp/7P/1K1R3R b - - 2 34"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""trappedPiece"",""Length"":""short"",""Moves"":""a7c8 e6c8 b8c8"",""Rating"":""2040""}"
08/20/24 02:42:46,0.0,921.402955097314,,"{""FEN"":""r6k/5rpp/p7/1p1Q1n2/5P2/2N5/PPP2qPP/R6K w - - 0 22"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""hangingPiece"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""d5a8 f7f8 a8f8"",""Rating"":""1589""}","{""FEN"":""r6k/5rpp/p7/1p1Q1n2/5P2/2N5/PPP2qPP/R6K w - - 0 22"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""a1f1 f5g3 d5f7"",""Rating"":""1661""}"
08/20/24 02:42:54,0.4,927.8026022248321,,"{""FEN"":""4r1k1/ppp2ppp/6q1/3P4/8/P1B4Q/2P2PPP/1B2rRK1 b - - 2 22"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""kingsideAttack"",""Length"":""long"",""Moves"":""e1f1 g1f1 g6g5 g2g3 g5d5"",""Rating"":""2784""}","{""FEN"":""4r1k1/ppp2ppp/6q1/3P4/8/P1B4Q/2P2PPP/1B2rRK1 b - - 2 22"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""attraction pin"",""Length"":""long"",""Moves"":""e1f1 g1f1 e8e1 c3e1 g6b1"",""Rating"":""1044""}"
08/20/24 02:43:01,0.0,926.522048026425,,"{""FEN"":""k3r3/1p5p/2q5/P7/1PQ5/6P1/5P1P/2R2K2 b - - 0 39"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""c6h1"",""Rating"":""1352""}","{""FEN"":""k3r3/1p5p/2q5/P7/1PQ5/6P1/5P1P/2R2K2 b - - 0 39"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""skewer"",""Length"":""long"",""Moves"":""c6c4 c1c4 e8e1 f1g2 e1a1"",""Rating"":""1955""}"
08/20/24 02:43:08,0.3333333333333333,931.4959971692437,,"{""FEN"":""r2q1rk1/pp2ppb1/2p1b1B1/2npP3/5B2/2P1PP2/PPQ5/R3KN1R b KQ - 0 17"",""Phase"":""middlegame"",""OpeningTags"":""Indian Defense Other variations"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""f7g6 c2g6 e6f5"",""Rating"":""1582""}","{""FEN"":""r2q1rk1/pp2ppb1/2p1b1B1/2npP3/5B2/2P1PP2/PPQ5/R3KN1R b KQ - 0 17"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""oneMove"",""Moves"":""f7g6"",""Rating"":""1687""}"
08/20/24 02:43:15,0.3333333333333333,936.4249931844455,,"{""FEN"":""2rq1rk1/pb1n1p1p/2p2np1/1p1pN1B1/3P4/3BP3/P1Q1NPPP/4R1K1 w - - 1 17"",""Phase"":""middlegame"",""OpeningTags"":""Nimzo-Indian Defense Three Knights Variation"",""Goal"":""advantage"",""Motif"":""capturingDefender"",""Length"":""short"",""Moves"":""e5d7 d8d7 g5f6"",""Rating"":""1566""}","{""FEN"":""2rq1rk1/pb1n1p1p/2p2np1/1p1pN1B1/3P4/3BP3/P1Q1NPPP/4R1K1 w - - 1 17"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""e5d7 f6d7 g5d8"",""Rating"":""1487""}"
08/20/24 02:43:22,0.0,936.1977607164347,,"{""FEN"":""r2q1rk1/1p3pp1/3p1n1p/1b2p3/2PBP3/3P4/4BPPP/1R1Q1RK1 b - - 0 17"",""Phase"":""middlegame"",""OpeningTags"":""English Opening Kings English Variation"",""Goal"":""crushing"",""Motif"":""intermezzo"",""Length"":""short"",""Moves"":""b5a4 d1d2 e5d4"",""Rating"":""1673""}","{""FEN"":""r2q1rk1/1p3pp1/3p1n1p/1b2p3/2PBP3/3P4/4BPPP/1R1Q1RK1 b - - 0 17"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""b5c4 d1c1 d8b6"",""Rating"":""1403""}"
08/20/24 02:43:29,0.6666666666666666,946.8058108120472,,"{""FEN"":""2rqr1k1/p3p2p/1p2p1pb/3nP3/3BNP2/1P4P1/P6P/2RQ1RK1 b - - 2 19"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""c8c1 d1c1 d5f4"",""Rating"":""1910""}","{""FEN"":""2rqr1k1/p3p2p/1p2p1pb/3nP3/3BNP2/1P4P1/P6P/2RQ1RK1 b - - 2 19"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""c8c1 d1c1 d8g5"",""Rating"":""1727""}"
08/20/24 02:43:36,0.0,946.6747231888583,,"{""FEN"":""6k1/1b1r1p2/pbq1pQp1/3pP1Nr/3P4/1NP2R2/5P1P/2R3K1 b - - 5 30"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""b6d8 f6f7 d7f7"",""Rating"":""1780""}","{""FEN"":""6k1/1b1r1p2/pbq1pQp1/3pP1Nr/3P4/1NP2R2/5P1P/2R3K1 b - - 5 30"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""c6b7 c1a1 h5h2"",""Rating"":""2269""}"
08/20/24 02:43:43,0.2,949.8738405504292,,"{""FEN"":""r1r2bk1/3q1p2/bp2pBp1/p3Pn1p/8/P4NQ1/1P3PPP/1BR1R1K1 w - - 6 27"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""long"",""Moves"":""c1c8 a8c8 b1f5 e6f5 e5e6"",""Rating"":""2650""}","{""FEN"":""r1r2bk1/3q1p2/bp2pBp1/p3Pn1p/8/P4NQ1/1P3PPP/1BR1R1K1 w - - 6 27"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""c1c8 f5g3 f2g3"",""Rating"":""1663""}"
08/20/24 02:43:50,0.0,948.8167327789638,,"{""FEN"":""rq3rk1/6pp/pbnp1p2/3NpP2/4P3/2P2N2/P5PP/1R3Q1K w - - 0 24"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""b1b6 b8a7 b6c6"",""Rating"":""1410""}","{""FEN"":""rq3rk1/6pp/pbnp1p2/3NpP2/4P3/2P2N2/P5PP/1R3Q1K w - - 0 24"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d5e7 g8h8 e7c6"",""Rating"":""921""}"
08/20/24 02:43:57,0.0,945.0756722653506,,"{""FEN"":""8/8/3Rpkp1/7p/5K2/5PBP/8/4r3 b - - 0 47"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""g6g5"",""Rating"":""1155""}","{""FEN"":""8/8/3Rpkp1/7p/5K2/5PBP/8/4r3 b - - 0 47"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""skewer"",""Length"":""short"",""Moves"":""e1g3 f4e3 g3d6"",""Rating"":""808""}"
08/20/24 02:44:04,0.0,936.0209168371775,,"{""FEN"":""2kr4/p1p2ppp/2r5/1Q1pP3/5PP1/P6P/P1p4K/8 w - - 0 34"",""Phase"":""queenRookEndgame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""short"",""Moves"":""b5c6 c2c1r c6c1"",""Rating"":""899""}","{""FEN"":""2kr4/p1p2ppp/2r5/1Q1pP3/5PP1/P6P/P1p4K/8 w - - 0 34"",""Phase"":""queenRookEndgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""b5e8"",""Rating"":""589""}"
08/20/24 02:44:11,0.0,932.9250565765484,,"{""FEN"":""6k1/pb4p1/1p2p2p/3nBp2/3P3P/1Pq3P1/P2Q1PB1/6K1 w - - 1 29"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d2c3 d5c3 g2b7"",""Rating"":""1184""}","{""FEN"":""6k1/pb4p1/1p2p2p/3nBp2/3P3P/1Pq3P1/P2Q1PB1/6K1 w - - 1 29"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""deflection"",""Length"":""short"",""Moves"":""g2d5 c3d2 d5e6"",""Rating"":""2038""}"
08/20/24 02:44:18,0.0,928.6103427660931,,"{""FEN"":""4k1r1/p2r1p2/4p3/2P4p/1P5P/P5b1/3NK1R1/R7 b - - 1 27"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""attraction discoveredAttack exposedKing sacrifice"",""Length"":""long"",""Moves"":""d7d2 e2d2 g3f4 d2d3 g8g2"",""Rating"":""1106""}","{""FEN"":""4k1r1/p2r1p2/4p3/2P4p/1P5P/P5b1/3NK1R1/R7 b - - 1 27"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""attraction exposedKing fork"",""Length"":""long"",""Moves"":""g3f4 e2f4 d7d4 f4f3 d4a1"",""Rating"":""2239""}"
08/20/24 02:44:25,0.0,928.5758911422345,,"{""FEN"":""1k1q1r2/pp5p/6r1/2p2Q2/2Np2R1/P2P1N2/1PP3P1/4bK2 w - - 1 28"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""long"",""Moves"":""f5e5 b8a8 g4g6 h7g6 e5e1"",""Rating"":""1995""}","{""FEN"":""1k1q1r2/pp5p/6r1/2p2Q2/2Np2R1/P2P1N2/1PP3P1/4bK2 w - - 1 28"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""f5g5 b8a8 g5g6"",""Rating"":""902""}"
08/20/24 02:44:32,0.0,925.6412165133735,,"{""FEN"":""r4rk1/pp2b1pp/2b1p3/3qP3/1P1Q4/P6P/4NPP1/R1B2RK1 b - - 0 18"",""Phase"":""middlegame"",""OpeningTags"":""Caro-Kann Defense Advance Variation"",""Goal"":""mate"",""Motif"":""kingsideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""d5g2"",""Rating"":""1188""}","{""FEN"":""r4rk1/pp2b1pp/2b1p3/3qP3/1P1Q4/P6P/4NPP1/R1B2RK1 b - - 0 18"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""d5d4 e2d4 f8d8"",""Rating"":""1494""}"
08/20/24 02:44:39,0.0,922.9459112684333,,"{""FEN"":""1k1b3r/1p1r3P/3ppp2/1N2pn2/8/Pp6/1P2KB2/2R4R w - - 4 31"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""queensideAttack"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""f2a7 b8a8 c1c8"",""Rating"":""1203""}","{""FEN"":""1k1b3r/1p1r3P/3ppp2/1N2pn2/8/Pp6/1P2KB2/2R4R w - - 4 31"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction sacrifice"",""Length"":""long"",""Mate"":""mateIn3"",""Moves"":""c1c8 b8c8 h1a8 c8c7 b5a7"",""Rating"":""1503""}"
08/20/24 02:44:46,0.0,918.983879379433,,"{""FEN"":""r5k1/1b1Q1ppp/pq6/8/2p5/P7/BPP1r1PP/3R1R1K w - - 4 24"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""sacrifice"",""Length"":""long"",""Mate"":""backRankMate mateIn3"",""Moves"":""d7f7 g8h8 f7f8 a8f8 f1f8"",""Rating"":""1116""}","{""FEN"":""r5k1/1b1Q1ppp/pq6/8/2p5/P7/BPP1r1PP/3R1R1K w - - 4 24"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""sacrifice"",""Length"":""long"",""Mate"":""backRankMate mateIn3"",""Moves"":""d7d8 a8d8 d1d8 e2e8 d8e8"",""Rating"":""838""}"
08/20/24 02:44:53,0.0,918.9163112697553,,"{""FEN"":""2b5/2p3k1/1p1p1Rp1/pP1Pn1p1/2PB2P1/7P/r5B1/7K w - - 1 33"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d4e5 d6e5 f6c6"",""Rating"":""1868""}","{""FEN"":""2b5/2p3k1/1p1p1Rp1/pP1Pn1p1/2PB2P1/7P/r5B1/7K w - - 1 33"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""short"",""Moves"":""f6f2 g7f8 f2a2"",""Rating"":""2082""}"
08/20/24 02:45:00,0.0,918.9137477234183,,"{""FEN"":""8/p7/8/1p3p1p/1P1k3P/P2P4/4K3/8 w - - 0 48"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Length"":""long"",""Moves"":""e2d2 a7a6 d2e2 f5f4 e2f3"",""Rating"":""2437""}","{""FEN"":""8/p7/8/1p3p1p/1P1k3P/P2P4/4K3/8 w - - 0 48"",""Phase"":""pawnEndgame"",""Goal"":""crushing"",""Motif"":""defensiveMove quietMove"",""Length"":""long"",""Moves"":""d3d4 a7a6 a3a4 a6a5 b4b5"",""Rating"":""1989""}"
08/20/24 02:45:07,0.2,921.9056729415314,,"{""FEN"":""5rk1/p1r3pp/qp3n2/3pNp2/3PnP2/1PN4P/P1R3P1/3Q1RK1 w - - 0 23"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""long"",""Moves"":""c3e4 c7c2 e4f6 g7f6 d1c2"",""Rating"":""1671""}","{""FEN"":""5rk1/p1r3pp/qp3n2/3pNp2/3PnP2/1PN4P/P1R3P1/3Q1RK1 w - - 0 23"",""Phase"":""middlegame"",""OpeningTags"":""Bird Opening Dutch Variation"",""Goal"":""advantage"",""Motif"":""discoveredAttack kingsideAttack"",""Length"":""long"",""Moves"":""c3e4 f6e4 c2c7 e4c3 d1d2"",""Rating"":""1707""}"
08/20/24 02:45:14,1.0,933.3138854185017,,"{""FEN"":""4rq1k/p3r1pp/3pBp2/1ppPnP2/8/4B2R/P5PP/3Q2K1 w - - 0 26"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction kingsideAttack sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h7 h8h7 d1h5"",""Rating"":""1080""}","{""FEN"":""4rq1k/p3r1pp/3pBp2/1ppPnP2/8/4B2R/P5PP/3Q2K1 w - - 0 26"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction kingsideAttack sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h7 h8h7 d1h5"",""Rating"":""1324""}"
08/20/24 02:45:21,0.0,930.7367864274254,,"{""FEN"":""4r2k/3Q2Rp/p7/3Pq3/7P/1P4P1/P5K1/4q3 w - - 0 34"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""g7h7 h8g8 d7f7"",""Rating"":""1220""}","{""FEN"":""4r2k/3Q2Rp/p7/3Pq3/7P/1P4P1/P5K1/4q3 w - - 0 34"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""d7g7"",""Rating"":""594""}"
08/20/24 02:45:28,0.6666666666666666,941.3667279121155,,"{""FEN"":""r1b1r1k1/5p2/p2p4/1p1pb1K1/4P1P1/1P5R/1B6/7R w - - 0 29"",""Phase"":""middlegame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h8 g8g7 h1h7"",""Rating"":""1986""}","{""FEN"":""r1b1r1k1/5p2/p2p4/1p1pb1K1/4P1P1/1P5R/1B6/7R w - - 0 29"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""short"",""Moves"":""h3h8 g8g7 h8e8"",""Rating"":""902""}"
08/20/24 02:45:35,0.0,940.4848380988072,,"{""FEN"":""8/8/P3N3/1n1p1kpp/8/8/6KP/8 w - - 4 42"",""Phase"":""knightEndgame"",""Goal"":""advantage"",""Motif"":""advancedPawn sacrifice"",""Length"":""long"",""Moves"":""e6d4 b5d4 a6a7 d4c6 a7a8q"",""Rating"":""1435""}","{""FEN"":""8/8/P3N3/1n1p1kpp/8/8/6KP/8 w - - 4 42"",""Phase"":""knightEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn deflection"",""Length"":""short"",""Moves"":""e6g7 f5e4 g7e6"",""Rating"":""941""}"
08/20/24 02:45:42,0.0,940.4560276939984,,"{""FEN"":""r3kb1r/ppp1qppp/2np1n2/8/2B1P1b1/1QN2N2/PP3PPP/R1B2RK1 w kq - 6 9"",""Phase"":""opening"",""OpeningTags"":""Danish Gambit Other variations"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""b3b7 a8b8 b7c6"",""Rating"":""2038""}","{""FEN"":""r3kb1r/ppp1qppp/2np1n2/8/2B1P1b1/1QN2N2/PP3PPP/R1B2RK1 w kq - 6 9"",""Phase"":""opening"",""Goal"":""mate"",""Motif"":""attackingF2F7"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""c4f7 e7f7 b3f7"",""Rating"":""1499""}"
08/20/24 02:45:49,0.0,933.5891497244924,,"{""FEN"":""8/1R6/p4kp1/3K4/5PP1/P6P/1P2rb2/8 w - - 3 38"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""g4g5 f6f5 b7f7"",""Rating"":""990""}","{""FEN"":""8/1R6/p4kp1/3K4/5PP1/P6P/1P2rb2/8 w - - 3 38"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""skewer"",""Length"":""short"",""Moves"":""b7f7 f6g5 f7f2"",""Rating"":""883""}"
08/20/24 02:45:56,0.0,928.9466215925994,,"{""FEN"":""5rk1/1p4pp/p1p4q/2P5/2N5/2Q1P1P1/PP1R1r1P/2R3K1 b - - 2 28"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""kingsideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h6h2"",""Rating"":""1089""}","{""FEN"":""5rk1/1p4pp/p1p4q/2P5/2N5/2Q1P1P1/PP1R1r1P/2R3K1 b - - 2 28"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""deflection kingsideAttack"",""Length"":""long"",""Moves"":""f2h2 g1f1 h6h1 f1e2 h1g2"",""Rating"":""2367""}"
08/20/24 02:46:03,1.0,944.2279544497003,,"{""FEN"":""6rk/p3BQpp/4r3/1p6/2n4P/P1P1q3/2B3P1/5R1K w - - 5 32"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""f7g8 h8g8 f1f8"",""Rating"":""1460""}","{""FEN"":""6rk/p3BQpp/4r3/1p6/2n4P/P1P1q3/2B3P1/5R1K w - - 5 32"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction kingsideAttack sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""f7g8 h8g8 f1f8"",""Rating"":""1546""}"
