Time,Score,ELO,Error,Puzzle,Output
08/19/24 19:34:53,0.0,395.242340781384,,"{""FEN"":""8/3k4/2p5/2P5/2BK2pp/P3p3/7P/8 b - - 1 40"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""long"",""Moves"":""g4g3 h2g3 h4h3 c4d3 h3h2"",""Rating"":""1758""}","{""FEN"":""8/3k4/2p5/2P5/2BK2pp/P3p3/7P/8 b - - 1 40"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""short"",""Moves"":""e3e2 c4e2 d7d4"",""Rating"":""1389""}"
08/19/24 19:35:00,0.0,395.23188294409437,,"{""FEN"":""r2q1rk1/pppbbpp1/2np3p/2nN4/2PN4/5B2/PP3PPP/R1BQR1K1 w - - 2 12"",""Phase"":""opening"",""OpeningTags"":""Philidor Defense Exchange Variation"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d4c6 b7c6 d5e7"",""Rating"":""1669""}","{""FEN"":""r2q1rk1/pppbbpp1/2np3p/2nN4/2PN4/5B2/PP3PPP/R1BQR1K1 w - - 2 12"",""Phase"":""opening"",""Goal"":""equality"",""Motif"":""- trappedPiece"",""Length"":""short"",""Moves"":""c1g5 g7g5 f3c6"",""Rating"":""1429""}"
08/19/24 19:35:07,0.0,395.23145173492685,,"{""FEN"":""5rk1/1pp2pp1/1b1p3p/1P1P1nq1/8/8/1B3PQ1/1N2RBK1 b - - 2 23"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""attraction deflection kingsideAttack pin sacrifice skewer"",""Length"":""long"",""Moves"":""b6f2 g1f2 g5h4 f2g1 h4e1"",""Rating"":""2223""}","{""FEN"":""5rk1/1pp2pp1/1b1p3p/1P1P1nq1/8/8/1B3PQ1/1N2RBK1 b - - 2 23"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""g5h4 g1h1 h4e1"",""Rating"":""1390""}"
08/19/24 19:35:14,0.0,395.2306488065309,,"{""FEN"":""6r1/5K2/3k4/3P4/3R4/7p/8/8 b - - 1 53"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn quietMove"",""Length"":""long"",""Moves"":""g8h8 d4d1 h3h2 d1h1 d6d5"",""Rating"":""2115""}","{""FEN"":""6r1/5K2/3k4/3P4/3R4/7p/8/8 b - - 1 53"",""Phase"":""rookEndgame"",""Goal"":""crushing"",""Motif"":""advancedPawn deflection"",""Length"":""short"",""Moves"":""h4h3 f7e6 h3h2"",""Rating"":""1349""}"
08/19/24 19:35:21,0.0,395.2279903813623,,"{""FEN"":""r1b1B3/pp4pk/2pp3q/2b1p3/4P1P1/P2P3P/1PP1N2K/R2Q1R2 b - - 0 20"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""veryLong"",""Moves"":""c8g4 e8h5 h6h5 e2f4 g4d1 f4h5 d1h5"",""Rating"":""1907""}","{""FEN"":""r1b1B3/pp4pk/2pp3q/2b1p3/4P1P1/P2P3P/1PP1N2K/R2Q1R2 b - - 0 20"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""deflection"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h6h3 h2g1 h3h2"",""Rating"":""1381""}"
08/19/24 19:35:28,0.3333333333333333,400.55965591194257,,"{""FEN"":""N3r1k1/pp3p1p/3p2p1/3P4/4P1b1/3Q1N2/Pb3qPP/2R4K w - - 1 22"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""trappedPiece"",""Length"":""short"",""Moves"":""c1c2 f2c2 d3c2"",""Rating"":""1988""}","{""FEN"":""N3r1k1/pp3p1p/3p2p1/3P4/4P1b1/3Q1N2/Pb3qPP/2R4K w - - 1 22"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""short"",""Moves"":""c1c2 b2c1 h1h2"",""Rating"":""1409""}"
08/19/24 19:35:35,0.0,400.55875849397023,,"{""FEN"":""7k/p2R1Qpp/8/5p2/4r2B/2P1b1K1/P1P3PP/5r2 b - - 7 32"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""e3f2 g3h3 e4h4"",""Rating"":""2101""}","{""FEN"":""7k/p2R1Qpp/8/5p2/4r2B/2P1b1K1/P1P3PP/5r2 b - - 7 32"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""e4f4"",""Rating"":""1479""}"
08/19/24 19:35:42,0.0,399.6662948289252,,"{""FEN"":""2r5/p3k2p/8/7b/1pnNKP1q/8/P1p1N1PP/2R1R3 w - - 7 32"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d4f5 e7f6 f5h4"",""Rating"":""892""}","{""FEN"":""2r5/p3k2p/8/7b/1pnNKP1q/8/P1p1N1PP/2R1R3 w - - 7 32"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""deflection discoveredAttack"",""Length"":""short"",""Moves"":""f4f5 e7e6 e2h4"",""Rating"":""1457""}"
08/19/24 19:35:49,0.0,398.1204739482997,,"{""FEN"":""4r1k1/p4p2/Q5p1/B6p/1P3P1P/6RK/8/4q3 b - - 0 40"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""e1h1"",""Rating"":""788""}","{""FEN"":""4r1k1/p4p2/Q5p1/B6p/1P3P1P/6RK/8/4q3 b - - 0 40"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e1e7 h3g2 e2a6"",""Rating"":""1383""}"
08/19/24 19:35:57,0.0,397.98688214626486,,"{""FEN"":""4r1k1/1p4pp/p2b1p2/8/2pP1N1P/5QP1/PPq2P2/R5K1 w - - 0 20"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""f3d5 g8h8 d5d6"",""Rating"":""1228""}","{""FEN"":""4r1k1/1p4pp/p2b1p2/8/2pP1N1P/5QP1/PPq2P2/R5K1 w - - 0 20"",""Phase"":""endgame"",""OpeningTags"":""English Opening Anglo-Scandinavian Defense"",""Goal"":""crushing"",""Motif"":""trappedPiece"",""Length"":""short"",""Moves"":""a1c1 c2c1 b2c1"",""Rating"":""1364""}"
08/19/24 19:36:04,0,395.87313820979824,length_err,"{""FEN"":""r2q1rk1/p1Rn1ppp/1p2p3/1n1p2N1/3P4/6P1/PPQ1PPBP/5RK1 w - - 2 16"",""Phase"":""middlegame"",""OpeningTags"":""Queens Pawn Game Symmetrical Variation"",""Goal"":""mate"",""Motif"":""kingsideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""c2h7"",""Rating"":""725""}","{""FEN"":""r2q1rk1/p1Rn1ppp/1p2p3/1n1p2N1/3P4/6P1/PPQ1PPBP/5RK1 w - - 2 16"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""deflection"",""Length"":""short"",""Moves"":""c7d7 d8d7 c2h7"",""Rating"":""Beefeater095r/1p5kp/2b2pp1R/p5P2/6P1/P1R1r3P/1P5K1/8 w - - 5 38"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""long"",""Moves"":""h5g5 h6g5 f5f6 g7h7 f6g5"",""Rating"":""1651/3r2k"
08/19/24 19:36:11,0.0,390.513469093337,,"{""FEN"":""1r1k1b1r/pq3ppp/5p2/8/3P4/2PQ2P1/PP2N2P/2KR3R b - - 0 17"",""Phase"":""middlegame"",""OpeningTags"":""Paleface Attack Other variations"",""Goal"":""mate"",""Motif"":""queensideAttack"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""b7b2"",""Rating"":""515""}","{""FEN"":""1r1k1b1r/pq3ppp/5p2/8/3P4/2PQ2P1/PP2N2P/2KR3R b - - 0 17"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""pin"",""Length"":""short"",""Moves"":""f8h6 d3d4 h6f4"",""Rating"":""1557""}"
08/19/24 19:36:18,0.3333333333333333,395.34384357147377,,"{""FEN"":""r1bqk2r/pp3ppp/4p3/2bp4/5B2/2NQ4/PPP2PPP/R3K2R w KQkq - 0 11"",""Phase"":""middlegame"",""OpeningTags"":""French Defense Two Knights Variation"",""Goal"":""advantage"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d3b5 c8d7 b5c5"",""Rating"":""986""}","{""FEN"":""r1bqk2r/pp3ppp/4p3/2bp4/5B2/2NQ4/PPP2PPP/R3K2R w KQkq - 0 11"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""d3b5 d8d7 c3d5"",""Rating"":""166""}"
08/19/24 19:36:25,0.0,395.2938836912251,,"{""FEN"":""r7/2p3k1/3prp1q/8/N1p2Rp1/1P4P1/P2Q4/2K5 w - - 0 30"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""pin"",""Length"":""long"",""Moves"":""f4g4 g7h7 g4h4 h6h4 g3h4"",""Rating"":""1397""}","{""FEN"":""r7/2p3k1/3prp1q/8/N1p2Rp1/1P4P1/P2Q4/2K5 w - - 0 30"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""pin"",""Length"":""short"",""Moves"":""f4f6 e6f6 f4f6"",""Rating"":""1507""}"
08/19/24 19:36:32,0.0,394.3324046231095,,"{""FEN"":""3r4/5pp1/Bk1q4/4Q3/4p3/2P5/PP2KP2/3n4 w - - 0 28"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""e5b5 b6c7 b5b7"",""Rating"":""873""}","{""FEN"":""3r4/5pp1/Bk1q4/4Q3/4p3/2P5/PP2KP2/3n4 w - - 0 28"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""e5e4 b6a5 b2b4"",""Rating"":""1509""}"
08/19/24 19:36:39,0.0,394.1166035709546,,"{""FEN"":""8/5pk1/4p2p/1b1pP2K/3P4/4P3/rp4P1/1Q6 w - - 2 35"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""short"",""Moves"":""b1a2 b5d3 a2b2"",""Rating"":""1140""}","{""FEN"":""8/5pk1/4p2p/1b1pP2K/3P4/4P3/rp4P1/1Q6 w - - 2 35"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""b2e5 f7f6 e5f6"",""Rating"":""1508""}"
08/19/24 19:36:46,0.0,394.11655604725945,,"{""FEN"":""rr4k1/6pp/1qp1p3/p2n2P1/1ppP4/P3PP2/1PQ2P2/2KR3R w - - 0 20"",""Phase"":""middlegame"",""OpeningTags"":""Slav Defense Two Knights Attack"",""Goal"":""crushing"",""Motif"":""defensiveMove deflection kingsideAttack"",""Length"":""veryLong"",""Moves"":""c2h7 g8f7 g5g6 f7e8 h7g7 d5e7 h1h7"",""Rating"":""2605""}","{""FEN"":""rr4k1/6pp/1qp1p3/p2n2P1/1ppP4/P3PP2/1PQ2P2/2KR3R w - - 0 20"",""Phase"":""middlegame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""c2e4 g8h8 d1d5"",""Rating"":""1626""}"
08/19/24 19:36:53,0.0,394.1164213348152,,"{""FEN"":""2r2rk1/pp2bpp1/3Bp2p/qb1n3n/2B5/1P2PN1P/P2N1PPQ/R4RK1 w - - 19 24"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d6e7 d5e7 h2e5"",""Rating"":""2424""}","{""FEN"":""2r2rk1/pp2bpp1/3Bp2p/qb1n3n/2B5/1P2PN1P/P2N1PPQ/R4RK1 w - - 19 24"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""hangingPiece"",""Length"":""short"",""Moves"":""f3a5 c8c4 b4a5"",""Rating"":""1508""}"
08/19/24 19:37:00,0.0,394.1016639200117,,"{""FEN"":""2Q5/5p2/3R1Ppk/8/4P3/7p/r5r1/2R4K b - - 2 48"",""Phase"":""queenRookEndgame"",""Goal"":""mate"",""Motif"":""exposedKing"",""Length"":""long"",""Mate"":""mateIn3"",""Moves"":""g2h2 h1g1 a2g2 g1f1 h2h1"",""Rating"":""1608""}","{""FEN"":""2Q5/5p2/3R1Ppk/8/4P3/7p/r5r1/2R4K b - - 2 48"",""Phase"":""queenRookEndgame"",""Goal"":""mate"",""Motif"":""exposedKing"",""Length"":""long"",""Mate"":""mateIn3"",""Moves"":""g2g1 c8g4 g1g2 h1h2 a2h2"",""Rating"":""1508""}"
08/19/24 19:37:07,0.0,394.07908200547496,,"{""FEN"":""1k1r4/1p1r1p2/Q1p1q3/4p1p1/4P2p/1RPP4/P1K2PPP/7R b - - 2 26"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e6b3 a2b3 b7a6"",""Rating"":""1534""}","{""FEN"":""1k1r4/1p1r1p2/Q1p1q3/4p1p1/4P2p/1RPP4/P1K2PPP/7R b - - 2 26"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove pin"",""Length"":""long"",""Moves"":""b8a8 c3c4 d7d8 b3b5 d8h8"",""Rating"":""1540""}"
08/19/24 19:37:14,0.0,394.07842237641125,,"{""FEN"":""6Q1/1ppk3p/p4P2/8/7P/3q2p1/PP1N2P1/5RK1 b - - 0 35"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""fork"",""Length"":""veryLong"",""Mate"":""mateIn4"",""Moves"":""d3d4 f1f2 d4f2 g1h1 f2e1 d2f1 e1f1"",""Rating"":""2148""}","{""FEN"":""6Q1/1ppk3p/p4P2/8/7P/3q2p1/PP1N2P1/5RK1 b - - 0 35"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""advancedPawn"",""Length"":""short"",""Moves"":""g3h2 f1h1 d3d2"",""Rating"":""1508""}"
08/19/24 19:37:21,0.0,392.7406110750308,,"{""FEN"":""8/8/2p1B2p/1p1n4/3P4/P2K3P/6k1/8 b - - 1 42"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d5f4 d3e4 f4e6"",""Rating"":""810""}","{""FEN"":""8/8/2p1B2p/1p1n4/3P4/P2K3P/6k1/8 b - - 1 42"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove"",""Length"":""short"",""Moves"":""d5c3 e6c4 b5c4"",""Rating"":""1505""}"
08/19/24 19:37:28,0.0,392.71241390857926,,"{""FEN"":""r1bq1rk1/1pp2pp1/p2b3p/4p3/P1Q1N3/2PPPN2/1P4PP/R4RK1 b - - 2 15"",""Phase"":""middlegame"",""OpeningTags"":""Philidor Defense Other variations"",""Goal"":""advantage"",""Motif"":""trappedPiece"",""Length"":""short"",""Moves"":""c8e6 e4d6 e6c4"",""Rating"":""1494""}","{""FEN"":""r1bq1rk1/1pp2pp1/p2b3p/4p3/P1Q1N3/2PPPN2/1P4PP/R4RK1 b - - 2 15"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d6c5 c4b3 c5d4"",""Rating"":""1502""}"
08/19/24 19:37:35,0.0,392.6081672484626,,"{""FEN"":""r1b4k/pp2prb1/1Pnp2BB/8/2q5/2N4Q/2P2PPP/5RK1 w - - 0 20"",""Phase"":""middlegame"",""OpeningTags"":""Alekhine Defense Kmoch Variation"",""Goal"":""crushing"",""Motif"":""attraction doubleCheck kingsideAttack"",""Length"":""short"",""Moves"":""h6g7 h8g7 h3h7"",""Rating"":""1266""}","{""FEN"":""r1b4k/pp2prb1/1Pnp2BB/8/2q5/2N4Q/2P2PPP/5RK1 w - - 0 20"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""exposedKing fork sacrifice"",""Length"":""long"",""Mate"":""mateIn3 smotheredMate"",""Moves"":""h3c8 c6d8 c8d8 f7f8 f1f6"",""Rating"":""1510""}"
08/19/24 19:37:42,0.0,392.60545663981577,,"{""FEN"":""r2qr1k1/1pp2ppp/p2b4/Q3p3/1n2B3/1P2P2P/PBPP1PP1/2KR3R b - - 5 15"",""Phase"":""middlegame"",""OpeningTags"":""Vant Kruijs Opening Other variations"",""Goal"":""advantage"",""Motif"":""quietMove trappedPiece"",""Length"":""veryLong"",""Moves"":""b7b6 a5a4 c7c6 a2a3 b6b5 a4b4 d6b4"",""Rating"":""1901""}","{""FEN"":""r2qr1k1/1pp2ppp/p2b4/Q3p3/1n2B3/1P2P2P/PBPP1PP1/2KR3R b - - 5 15"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""trappedPiece"",""Length"":""short"",""Moves"":""d6b4 a5b4 b4a5"",""Rating"":""1502""}"
08/19/24 19:37:49,0.0,392.60156145666576,,"{""FEN"":""4R3/pp6/2pr3p/2k4P/8/1P5r/P1P5/1K1R4 w - - 10 35"",""Phase"":""rookEndgame"",""Goal"":""advantage"",""Motif"":""deflection"",""Length"":""short"",""Moves"":""b3b4 c5b4 d1d6"",""Rating"":""1838""}","{""FEN"":""4R3/pp6/2pr3p/2k4P/8/1P5r/P1P5/1K1R4 w - - 10 35"",""Phase"":""rookEndgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""e8e1 c5c4 e1d1"",""Rating"":""1508""}"
08/19/24 19:37:56,0.0,392.6011367272331,,"{""FEN"":""5rk1/1pp2pp1/1b1p3p/1P1P1nq1/8/8/1B3PQ1/1N2RBK1 b - - 2 23"",""Phase"":""middlegame"",""Goal"":""crushing"",""Motif"":""attraction deflection kingsideAttack pin sacrifice skewer"",""Length"":""long"",""Moves"":""b6f2 g1f2 g5h4 f2g1 h4e1"",""Rating"":""2223""}","{""FEN"":""5rk1/1pp2pp1/1b1p3p/1P1P1nq1/8/8/1B3PQ1/1N2RBK1 b - - 2 23"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""kingsideAttack"",""Length"":""short"",""Moves"":""g5d2 c1d2 f5h4"",""Rating"":""1503""}"
08/19/24 19:38:03,0.0,392.3492351069267,,"{""FEN"":""4R3/1r4k1/5pPp/1Rq1p3/4P3/3Q4/6PP/7K b - - 0 42"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""backRankMate mateIn2"",""Moves"":""c5c1 d3d1 c1d1"",""Rating"":""1111""}","{""FEN"":""4R3/1r4k1/5pPp/1Rq1p3/4P3/3Q4/6PP/7K b - - 0 42"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""backRankMate mateIn2"",""Moves"":""b7b1 d3d1 b1d1"",""Rating"":""1527""}"
08/19/24 19:38:10,0.0,392.24340458757473,,"{""FEN"":""r5Q1/1ppk1pp1/p2pq2p/2n5/P2R1P1B/7P/1P4P1/6K1 w - - 4 29"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""defensiveMove hangingPiece"",""Length"":""long"",""Moves"":""g8a8 e6e3 h4f2 e3c1 g1h2"",""Rating"":""1263""}","{""FEN"":""r5Q1/1ppk1pp1/p2pq2p/2n5/P2R1P1B/7P/1P4P1/6K1 w - - 4 29"",""Phase"":""endgame"",""Goal"":""advantage"",""Motif"":""pin"",""Length"":""short"",""Moves"":""d4d1 e6e1 d1e1"",""Rating"":""1509""}"
08/19/24 19:38:18,0.3333333333333333,394.70135791074074,,"{""FEN"":""r6r/ppp1kppp/8/8/1n1p4/P2P3P/1PP2PP1/R3KB1R b KQ - 0 14"",""Phase"":""endgame"",""OpeningTags"":""Mieses Opening Other variations"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""b4c2 e1d2 c2a1"",""Rating"":""656""}","{""FEN"":""r6r/ppp1kppp/8/8/1n1p4/P2P3P/1PP2PP1/R3KB1R b KQ - 0 14"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""fork"",""Length"":""short"",""Moves"":""b4c2 e1d1 c2a1"",""Rating"":""1505""}"
08/19/24 19:38:25,0.0,394.4269724960075,,"{""FEN"":""6rk/pp3p1p/3q4/5Q2/1P6/6PP/P6K/4RR2 b - - 0 26"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""d6g3 h2h1 g3g2"",""Rating"":""1098""}","{""FEN"":""6rk/pp3p1p/3q4/5Q2/1P6/6PP/P6K/4RR2 b - - 0 26"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""exposedKing skewer"",""Length"":""long"",""Moves"":""f8e8 f1f3 g8a8 f5f6 a8e8"",""Rating"":""1599""}"
08/19/24 19:38:32,1.0,410.38836796424,,"{""FEN"":""r2qkb1r/pp3ppp/2n2n2/1B2pP2/3p4/8/PPP1NPPP/R1BQK2R b KQkq - 1 10"",""Phase"":""opening"",""OpeningTags"":""Sicilian Defense Other variations"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d8a5 c2c3 a5b5"",""Rating"":""1441""}","{""FEN"":""r2qkb1r/pp3ppp/2n2n2/1B2pP2/3p4/8/PPP1NPPP/R1BQK2R b KQkq - 1 10"",""Phase"":""opening"",""Goal"":""equality"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d8a5 c2c3 a5b5"",""Rating"":""1505""}"
08/19/24 19:38:39,0.0,408.82052628868445,,"{""FEN"":""r3r1k1/pp3pp1/3b3p/3pq3/8/2PQ3P/PP3PP1/R3RBK1 b - - 1 17"",""Phase"":""middlegame"",""OpeningTags"":""Caro-Kann Defense Exchange Variation"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""e5h2"",""Rating"":""796""}","{""FEN"":""r3r1k1/pp3pp1/3b3p/3pq3/8/2PQ3P/PP3PP1/R3RBK1 b - - 1 17"",""Phase"":""middlegame"",""Goal"":""equality"",""Length"":""short"",""Moves"":""e5d5 d3d5 e8e1"",""Rating"":""1602""}"
08/19/24 19:38:46,1.0,424.3944862938094,,"{""FEN"":""5rk1/p4p1p/2P3p1/1P2P1N1/5P1Q/8/4q1PP/3r1RK1 w - - 6 34"",""Phase"":""endgame"",""Goal"":""mate"",""Length"":""oneMove"",""Mate"":""mateIn1"",""Moves"":""h4h7"",""Rating"":""1034""}","{""FEN"":""5rk1/p4p1p/2P3p1/1P2P1N1/5P1Q/8/4q1PP/3r1RK1 w - - 6 34"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""attraction sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h4h7 g8h7 g5h7"",""Rating"":""1518""}"
08/19/24 19:38:53,0.0,424.3932838257255,,"{""FEN"":""2r2q2/nk1r1p2/p1n1p1p1/1p2P1Pp/1b2PP1P/1BRN1K2/3Q1B2/R7 w - - 0 41"",""Phase"":""middlegame"",""Goal"":""advantage"",""Motif"":""discoveredAttack fork"",""Length"":""short"",""Moves"":""d3c5 b4c5 d2d7"",""Rating"":""2074""}","{""FEN"":""2r2q2/nk1r1p2/p1n1p1p1/1p2P1Pp/1b2PP1P/1BRN1K2/3Q1B2/R7 w - - 0 41"",""Phase"":""middlegame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""c3c2 b4d2 b3d1"",""Rating"":""1620""}"
08/19/24 19:39:00,0.0,424.3686272131303,,"{""FEN"":""3r4/p1N2p1p/1bR3p1/7k/1P2P3/5P1P/P3KP2/8 b - - 0 26"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""d8c8 c6b6 a7b6"",""Rating"":""1549""}","{""FEN"":""3r4/p1N2p1p/1bR3p1/7k/1P2P3/5P1P/P3KP2/8 b - - 0 26"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""d8d6 e5d6 d8c8"",""Rating"":""1617""}"
08/19/24 19:39:07,0.0,424.36650160182853,,"{""FEN"":""r1bqr1k1/pp3pbp/3p1np1/2pPn3/2P1N3/2N1P2P/PP2BPPB/R2QK2R b KQ - 0 12"",""Phase"":""opening"",""OpeningTags"":""Modern Defense Other variations"",""Goal"":""advantage"",""Motif"":""discoveredAttack"",""Length"":""long"",""Moves"":""f6e4 c3e4 e5c4 e2c4 e8e4"",""Rating"":""1975""}","{""FEN"":""r1bqr1k1/pp3pbp/3p1np1/2pPn3/2P1N3/2N1P2P/PP2BPPB/R2QK2R b KQ - 0 12"",""Phase"":""opening"",""Goal"":""equality"",""Length"":""short"",""Moves"":""d6d5 h2e5 f6e4"",""Rating"":""1625""}"
08/19/24 19:39:14,1.0,440.15670236414684,,"{""FEN"":""r2qk2r/ppp1bppp/3p4/3P4/4n3/8/PP3PPP/RNBQ1RK1 w kq - 0 12"",""Phase"":""middlegame"",""OpeningTags"":""Ponziani Opening Other variations"",""Goal"":""crushing"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d1a4 d8d7 a4e4"",""Rating"":""1175""}","{""FEN"":""r2qk2r/ppp1bppp/3p4/3P4/4n3/8/PP3PPP/RNBQ1RK1 w kq - 0 12"",""Phase"":""middlegame"",""Goal"":""equality"",""Motif"":""fork"",""Length"":""short"",""Moves"":""d1a4 d8d7 a4e4"",""Rating"":""1507""}"
08/19/24 19:39:21,0.6666666666666666,450.43097001495755,,"{""FEN"":""4rq1k/p3r1pp/3pBp2/1ppPnP2/8/4B2R/P5PP/3Q2K1 w - - 0 26"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction kingsideAttack sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h7 h8h7 d1h5"",""Rating"":""1080""}","{""FEN"":""4rq1k/p3r1pp/3pBp2/1ppPnP2/8/4B2R/P5PP/3Q2K1 w - - 0 26"",""Phase"":""middlegame"",""Goal"":""mate"",""Motif"":""attraction kingsideAttack sacrifice"",""Length"":""short"",""Mate"":""mateIn2"",""Moves"":""h3h7 h8h7 e3h6"",""Rating"":""1557""}"
08/19/24 19:39:28,0.0,450.4301474407653,,"{""FEN"":""1r4k1/4qppp/2Q1p3/p2p4/3P4/1PP2P2/3R2PP/K1R5 b - - 0 34"",""Phase"":""endgame"",""Goal"":""mate"",""Motif"":""exposedKing fork"",""Length"":""veryLong"",""Mate"":""mateIn4"",""Moves"":""e7a3 a1b1 a3b3 b1a1 b3a3 d2a2 a3c1"",""Rating"":""2166""}","{""FEN"":""1r4k1/4qppp/2Q1p3/p2p4/3P4/1PP2P2/3R2PP/K1R5 b - - 0 34"",""Phase"":""endgame"",""Goal"":""crushing"",""Length"":""short"",""Moves"":""e7d8 d2d1 c8c6"",""Rating"":""1607""}"
08/19/24 19:39:35,0.0,450.4285343768909,,"{""FEN"":""5rk1/pp2R1pp/1q1p4/2pP4/3r4/1P6/1Q3PPP/4R1K1 w - - 4 24"",""Phase"":""endgame"",""Goal"":""crushing"",""Motif"":""quietMove"",""Length"":""short"",""Moves"":""b2e2 b6d8 e2e6"",""Rating"":""2049""}","{""FEN"":""5rk1/pp2R1pp/1q1p4/2pP4/3r4/1P6/1Q3PPP/4R1K1 w - - 4 24"",""Phase"":""endgame"",""Goal"":""advantage"",""Length"":""short"",""Moves"":""a2b3 b7b3 e7e8"",""Rating"":""1609""}"
